format,metric,year,number_of_records,value_actual
Other Digital,Value (Adjusted),1991,1,0
Other Digital,Value (Adjusted),1992,1,0
Other Digital,Value (Adjusted),1993,1,0
Other Digital,Value (Adjusted),1994,1,0
Other Digital,Value (Adjusted),1995,1,0
Other Digital,Value (Adjusted),1996,1,0
Other Digital,Value (Adjusted),1997,1,0
Other Digital,Value (Adjusted),1998,1,0
Other Digital,Value (Adjusted),1999,1,0
Other Digital,Value (Adjusted),2000,1,0
Other Digital,Value (Adjusted),2001,1,0
Other Digital,Value (Adjusted),2002,1,0
Other Digital,Value (Adjusted),2003,1,0
Other Digital,Value (Adjusted),2004,1,0
Other Digital,Value (Adjusted),2005,1,0
Other Digital,Value (Adjusted),2006,1,0
Other Digital,Value (Adjusted),2007,1,0
Other Digital,Value (Adjusted),2008,1,0
Other Digital,Value (Adjusted),2009,1,0
Other Digital,Value (Adjusted),2010,1,0
Other Digital,Value (Adjusted),2011,1,0
Other Digital,Value (Adjusted),2012,1,0
Other Digital,Value (Adjusted),2013,1,0
Other Digital,Value (Adjusted),2014,1,0
Other Digital,Value (Adjusted),2015,1,0
Other Digital,Value (Adjusted),2016,1,18.259409536
Other Digital,Value (Adjusted),2017,1,17.610951916
Other Digital,Value (Adjusted),2018,1,20.199063312
Other Digital,Value (Adjusted),2019,1,21.517175006
Other Tapes,Value (Adjusted),1973,1,89.825432432
Other Tapes,Value (Adjusted),1974,1,68.970346856
Other Tapes,Value (Adjusted),1975,1,48.470286245
Other Tapes,Value (Adjusted),1976,1,22.914775044
Other Tapes,Value (Adjusted),1977,1,0
Other Tapes,Value (Adjusted),1978,1,0
Other Tapes,Value (Adjusted),1979,1,0
Other Tapes,Value (Adjusted),1980,1,0
Other Tapes,Value (Adjusted),1981,1,0
Other Tapes,Value (Adjusted),1982,1,0
Other Tapes,Value (Adjusted),1983,1,0
Other Tapes,Value (Adjusted),1984,1,0
Other Tapes,Value (Adjusted),1985,1,0
Other Tapes,Value (Adjusted),1986,1,0
Other Tapes,Value (Adjusted),1987,1,0
Other Tapes,Value (Adjusted),1988,1,0
Other Tapes,Value (Adjusted),1989,1,0
Other Tapes,Value (Adjusted),1990,1,0
Other Tapes,Value (Adjusted),1991,1,0
Other Tapes,Value (Adjusted),1992,1,0
Other Tapes,Value (Adjusted),1993,1,0
Other Tapes,Value (Adjusted),1994,1,0
Other Tapes,Value (Adjusted),1995,1,0
Other Tapes,Value (Adjusted),1996,1,0
Other Tapes,Value (Adjusted),1997,1,0
Other Tapes,Value (Adjusted),1998,1,0
Other Tapes,Value (Adjusted),1999,1,0
Other Tapes,Value (Adjusted),2000,1,0
Other Tapes,Value (Adjusted),2001,1,0
Other Tapes,Value (Adjusted),2002,1,0
Other Tapes,Value (Adjusted),2003,1,0
Other Tapes,Value (Adjusted),2004,1,0
Other Tapes,Value (Adjusted),2005,1,0
Other Tapes,Value (Adjusted),2006,1,0
Other Tapes,Value (Adjusted),2007,1,0
Other Tapes,Value (Adjusted),2008,1,0
Other Tapes,Value (Adjusted),2009,1,0
Other Tapes,Value (Adjusted),2010,1,0
Other Tapes,Value (Adjusted),2011,1,0
Other Tapes,Value (Adjusted),2012,1,0
Other Tapes,Value (Adjusted),2013,1,0
Other Tapes,Value (Adjusted),2014,1,0
Other Tapes,Value (Adjusted),2015,1,0
Other Tapes,Value (Adjusted),2016,1,0
Other Tapes,Value (Adjusted),2017,1,0
Other Tapes,Value (Adjusted),2018,1,0
Other Tapes,Value (Adjusted),2019,1,0
Paid Subscription,Value (Adjusted),1973,1,0
Paid Subscription,Value (Adjusted),1974,1,0
Paid Subscription,Value (Adjusted),1975,1,0
Paid Subscription,Value (Adjusted),1976,1,0
Paid Subscription,Value (Adjusted),1977,1,0
Paid Subscription,Value (Adjusted),1978,1,0
Paid Subscription,Value (Adjusted),1979,1,0
Paid Subscription,Value (Adjusted),1980,1,0
Paid Subscription,Value (Adjusted),1981,1,0
Paid Subscription,Value (Adjusted),1982,1,0
Paid Subscription,Value (Adjusted),1983,1,0
Paid Subscription,Value (Adjusted),1984,1,0
Paid Subscription,Value (Adjusted),1985,1,0
Paid Subscription,Value (Adjusted),1986,1,0
Paid Subscription,Value (Adjusted),1987,1,0
Paid Subscription,Value (Adjusted),1988,1,0
Paid Subscription,Value (Adjusted),1989,1,0
Paid Subscription,Value (Adjusted),1990,1,0
Paid Subscription,Value (Adjusted),1991,1,0
Paid Subscription,Value (Adjusted),1992,1,0
Paid Subscription,Value (Adjusted),1993,1,0
Paid Subscription,Value (Adjusted),1994,1,0
Paid Subscription,Value (Adjusted),1995,1,0
Paid Subscription,Value (Adjusted),1996,1,0
Paid Subscription,Value (Adjusted),1997,1,0
Paid Subscription,Value (Adjusted),1998,1,0
Paid Subscription,Value (Adjusted),1999,1,0
Paid Subscription,Value (Adjusted),2000,1,0
Paid Subscription,Value (Adjusted),2001,1,0
Paid Subscription,Value (Adjusted),2002,1,0
Paid Subscription,Value (Adjusted),2003,1,0
Paid Subscription,Value (Adjusted),2004,1,0
Paid Subscription,Value (Adjusted),2005,1,195.309904762
Paid Subscription,Value (Adjusted),2006,1,261.490443452
Paid Subscription,Value (Adjusted),2007,1,288.585325615
Paid Subscription,Value (Adjusted),2008,1,262.896753877
Paid Subscription,Value (Adjusted),2009,1,245.722059132
Paid Subscription,Value (Adjusted),2010,1,249.025694317
Paid Subscription,Value (Adjusted),2011,1,281.639931715
Paid Subscription,Value (Adjusted),2012,1,445.276306223
Paid Subscription,Value (Adjusted),2013,1,706.011657475
Paid Subscription,Value (Adjusted),2014,1,831.834027499
Paid Subscription,Value (Adjusted),2015,1,1247.676868955
Paid Subscription,Value (Adjusted),2016,1,2390.487544774
Paid Subscription,Value (Adjusted),2017,1,3651.028326883
Paid Subscription,Value (Adjusted),2018,1,4740.333580635
Paid Subscription,Value (Adjusted),2019,1,5934.397625188
Ringtones & Ringbacks,Value (Adjusted),1973,1,0
Ringtones & Ringbacks,Value (Adjusted),1974,1,0
Ringtones & Ringbacks,Value (Adjusted),1975,1,0
Ringtones & Ringbacks,Value (Adjusted),1976,1,0
Ringtones & Ringbacks,Value (Adjusted),1977,1,0
Ringtones & Ringbacks,Value (Adjusted),1978,1,0
Ringtones & Ringbacks,Value (Adjusted),1979,1,0
Ringtones & Ringbacks,Value (Adjusted),1980,1,0
Ringtones & Ringbacks,Value (Adjusted),1981,1,0
Ringtones & Ringbacks,Value (Adjusted),1982,1,0
Ringtones & Ringbacks,Value (Adjusted),1983,1,0
Ringtones & Ringbacks,Value (Adjusted),1984,1,0
Ringtones & Ringbacks,Value (Adjusted),1985,1,0
Ringtones & Ringbacks,Value (Adjusted),1986,1,0
Ringtones & Ringbacks,Value (Adjusted),1987,1,0
Ringtones & Ringbacks,Value (Adjusted),1988,1,0
Ringtones & Ringbacks,Value (Adjusted),1989,1,0
Ringtones & Ringbacks,Value (Adjusted),1990,1,0
Ringtones & Ringbacks,Value (Adjusted),1991,1,0
Ringtones & Ringbacks,Value (Adjusted),1992,1,0
Ringtones & Ringbacks,Value (Adjusted),1993,1,0
Ringtones & Ringbacks,Value (Adjusted),1994,1,0
Ringtones & Ringbacks,Value (Adjusted),1995,1,0
Ringtones & Ringbacks,Value (Adjusted),1996,1,0
Ringtones & Ringbacks,Value (Adjusted),1997,1,0
Ringtones & Ringbacks,Value (Adjusted),1998,1,0
Ringtones & Ringbacks,Value (Adjusted),1999,1,0
Ringtones & Ringbacks,Value (Adjusted),2000,1,0
Ringtones & Ringbacks,Value (Adjusted),2001,1,0
Ringtones & Ringbacks,Value (Adjusted),2002,1,0
Ringtones & Ringbacks,Value (Adjusted),2003,1,0
Ringtones & Ringbacks,Value (Adjusted),2004,1,0
Ringtones & Ringbacks,Value (Adjusted),2005,1,551.89447619
Ringtones & Ringbacks,Value (Adjusted),2006,1,981.286639881
Ringtones & Ringbacks,Value (Adjusted),2007,1,1302.08712301
Ringtones & Ringbacks,Value (Adjusted),2008,1,1160.236757964
Ringtones & Ringbacks,Value (Adjusted),2009,1,837.504670989
Ringtones & Ringbacks,Value (Adjusted),2010,1,525.251935283
Ringtones & Ringbacks,Value (Adjusted),2011,1,313.9182774
Ringtones & Ringbacks,Value (Adjusted),2012,1,162.565728249
Ringtones & Ringbacks,Value (Adjusted),2013,1,107.548976379
Ringtones & Ringbacks,Value (Adjusted),2014,1,71.61127201
Ringtones & Ringbacks,Value (Adjusted),2015,1,58.874581007
Ringtones & Ringbacks,Value (Adjusted),2016,1,59.998070883
Ringtones & Ringbacks,Value (Adjusted),2017,1,37.040368455
Ringtones & Ringbacks,Value (Adjusted),2018,1,25.41009037
Ringtones & Ringbacks,Value (Adjusted),2019,1,21.426736902
SACD,Value (Adjusted),1973,1,0
SACD,Value (Adjusted),1974,1,0
SACD,Value (Adjusted),1975,1,0
SACD,Value (Adjusted),1976,1,0
SACD,Value (Adjusted),1977,1,0
SACD,Value (Adjusted),1978,1,0
SACD,Value (Adjusted),1979,1,0
SACD,Value (Adjusted),1980,1,0
SACD,Value (Adjusted),1981,1,0
SACD,Value (Adjusted),1982,1,0
SACD,Value (Adjusted),1983,1,0
SACD,Value (Adjusted),1984,1,0
SACD,Value (Adjusted),1985,1,0
SACD,Value (Adjusted),1986,1,0
SACD,Value (Adjusted),1987,1,0
SACD,Value (Adjusted),1988,1,0
SACD,Value (Adjusted),1989,1,0
SACD,Value (Adjusted),1990,1,0
SACD,Value (Adjusted),1991,1,0
SACD,Value (Adjusted),1992,1,0
SACD,Value (Adjusted),1993,1,0
SACD,Value (Adjusted),1994,1,0
SACD,Value (Adjusted),1995,1,0
SACD,Value (Adjusted),1996,1,0
SACD,Value (Adjusted),1997,1,0
SACD,Value (Adjusted),1998,1,0
SACD,Value (Adjusted),1999,1,0
SACD,Value (Adjusted),2000,1,0
SACD,Value (Adjusted),2001,1,0
SACD,Value (Adjusted),2002,1,0
SACD,Value (Adjusted),2003,1,36.542277717
SACD,Value (Adjusted),2004,1,22.466417152
SACD,Value (Adjusted),2005,1,13.09047619
SACD,Value (Adjusted),2006,1,6.974769345
SACD,Value (Adjusted),2007,1,4.43977424
SACD,Value (Adjusted),2008,1,3.681029526
SACD,Value (Adjusted),2009,1,2.860004568
SACD,Value (Adjusted),2010,1,1.993143504
SACD,Value (Adjusted),2011,1,1.704842202
SACD,Value (Adjusted),2012,1,1.494897613
SACD,Value (Adjusted),2013,1,1.073719014
SACD,Value (Adjusted),2014,1,0.82446336
SACD,Value (Adjusted),2015,1,1.125529098
SACD,Value (Adjusted),2016,1,1.28555661
SACD,Value (Adjusted),2017,1,0.887142473
SACD,Value (Adjusted),2018,1,0.875277267
SACD,Value (Adjusted),2019,1,0.433302292
Vinyl Single,Value (Adjusted),1973,1,1094.027702703
Vinyl Single,Value (Adjusted),1974,1,1006.033630832
Vinyl Single,Value (Adjusted),1975,1,1005.045641264
Vinyl Single,Value (Adjusted),1976,1,1101.257130053
Vinyl Single,Value (Adjusted),1977,1,1034.018658416
Vinyl Single,Value (Adjusted),1978,1,1020.667440184
Vinyl Single,Value (Adjusted),1979,1,1245.183404959
Vinyl Single,Value (Adjusted),1980,1,775.658373786
Vinyl Single,Value (Adjusted),1981,1,721.127115512
Vinyl Single,Value (Adjusted),1982,1,749.750580311
Vinyl Single,Value (Adjusted),1983,1,691.249298193
Vinyl Single,Value (Adjusted),1984,1,734.983117421
Vinyl Single,Value (Adjusted),1985,1,667.654433086
Vinyl Single,Value (Adjusted),1986,1,532.074468066
Vinyl Single,Value (Adjusted),1987,1,457.527007923
Vinyl Single,Value (Adjusted),1988,1,389.860716822
Vinyl Single,Value (Adjusted),1989,1,239.9877
Vinyl Single,Value (Adjusted),1990,1,184.652033665
Vinyl Single,Value (Adjusted),1991,1,119.944803965
Vinyl Single,Value (Adjusted),1992,1,120.995187455
Vinyl Single,Value (Adjusted),1993,1,90.585732872
Vinyl Single,Value (Adjusted),1994,1,81.423821862
Vinyl Single,Value (Adjusted),1995,1,78.341088583
Vinyl Single,Value (Adjusted),1996,1,77.397753346
Vinyl Single,Value (Adjusted),1997,1,56.706474766
Vinyl Single,Value (Adjusted),1998,1,40.309109816
Vinyl Single,Value (Adjusted),1999,1,42.814107443
Vinyl Single,Value (Adjusted),2000,1,39.046336237
Vinyl Single,Value (Adjusted),2001,1,45.328231508
Vinyl Single,Value (Adjusted),2002,1,35.385543635
Vinyl Single,Value (Adjusted),2003,1,29.872964674
Vinyl Single,Value (Adjusted),2004,1,26.93263261
Vinyl Single,Value (Adjusted),2005,1,17.279428571
Vinyl Single,Value (Adjusted),2006,1,12.554584821
Vinyl Single,Value (Adjusted),2007,1,4.933082489
Vinyl Single,Value (Adjusted),2008,1,3.44354375
Vinyl Single,Value (Adjusted),2009,1,2.979171425
Vinyl Single,Value (Adjusted),2010,1,2.696605918
Vinyl Single,Value (Adjusted),2011,1,5.228182752
Vinyl Single,Value (Adjusted),2012,1,5.281477044
Vinyl Single,Value (Adjusted),2013,1,3.269213385
Vinyl Single,Value (Adjusted),2014,1,5.938887283
Vinyl Single,Value (Adjusted),2015,1,6.205390253
Vinyl Single,Value (Adjusted),2016,1,5.198931395
Vinyl Single,Value (Adjusted),2017,1,6.33967756
Vinyl Single,Value (Adjusted),2018,1,5.386196747
Vinyl Single,Value (Adjusted),2019,1,6.795945687
